EA,CLS,SENT,ASP
RESTAURANT#PRICES,1,"great food , great prices , great service .",prices
SERVICE#GENERAL,1,"great food , great prices , great service .",general
FOOD#QUALITY,1,"if you are looking for a good quality , cheap eats - this is the place .",quality
FOOD#PRICES,1,"if you are looking for a good quality , cheap eats - this is the place .",prices
FOOD#QUALITY,1,it 's a perfect place to have a amanzing indian food .,quality
FOOD#STYLE_OPTIONS,1,i really loved the different and inovated touch that 's the cheff gives to the food .,options
AMBIENCE#GENERAL,1,"also it 's great to have dinner in a very romantic and confortable place , the service it 's just perfect ... they 're so frendly that we never want to live the place !",general
SERVICE#GENERAL,1,"also it 's great to have dinner in a very romantic and confortable place , the service it 's just perfect ... they 're so frendly that we never want to live the place !",general
FOOD#QUALITY,-1,"their bagels are fine , but they are a little overcooked , and not really a 'special ' bagel experience .",quality
FOOD#QUALITY,1,great bagels made the old-fashioned way .,quality
FOOD#STYLE_OPTIONS,1,great bagels made the old-fashioned way .,options
SERVICE#GENERAL,-1,drawbacks : service is slow and they do n't toast !,general
FOOD#QUALITY,1,the food was absolutely amazing ! !,quality
FOOD#QUALITY,1,the baked clams octopus we shared as appetizers were the best we 've ever had ! !,quality
FOOD#QUALITY,1,"the lamb was tender so full of flavor , the dessert was divine ! !",quality
FOOD#QUALITY,1,"the lamb was tender so full of flavor , the dessert was divine ! !",quality
SERVICE#GENERAL,1,the waiter was attentive .,general
AMBIENCE#GENERAL,1,the place itself is beautiful the bar scene seems to be happening .,general
AMBIENCE#GENERAL,1,the place itself is beautiful the bar scene seems to be happening .,general
FOOD#QUALITY,0,"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion..try the potato stuff kanish best one .",quality
SERVICE#GENERAL,-1,"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion..try the potato stuff kanish best one .",general
FOOD#QUALITY,1,"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion..try the potato stuff kanish best one .",quality
FOOD#QUALITY,-1,"small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",quality
FOOD#QUALITY,1,"small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",quality
FOOD#GENERAL,-1,"small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",general
FOOD#QUALITY,-1,dessert is a joke ... dont bother,quality
SERVICE#GENERAL,1,"volare virgins or weekly regulars , everyone gets treated the same and you ca n't ask for more than that when the service is this friendly .",general
AMBIENCE#GENERAL,1,"the restaurant has a family feel , not least with regard to the portions which are enormous ; the veal alone could have single-handedly solved third world famine .",general
FOOD#STYLE_OPTIONS,1,"the restaurant has a family feel , not least with regard to the portions which are enormous ; the veal alone could have single-handedly solved third world famine .",options
FOOD#STYLE_OPTIONS,1,"the restaurant has a family feel , not least with regard to the portions which are enormous ; the veal alone could have single-handedly solved third world famine .",options
FOOD#QUALITY,1,"the anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",quality
FOOD#QUALITY,1,"the anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",quality
FOOD#QUALITY,1,"the anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",quality
FOOD#STYLE_OPTIONS,1,"the anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",options
DRINKS#STYLE_OPTIONS,1,the wine list is extensive and can easily hike up an otherwise reasonably priced meal .,options
FOOD#PRICES,1,the wine list is extensive and can easily hike up an otherwise reasonably priced meal .,prices
RESTAURANT#PRICES,0,"still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...",prices
DRINKS#STYLE_OPTIONS,1,"still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...",options
RESTAURANT#GENERAL,1,fantastic place .,general
AMBIENCE#GENERAL,1,cute and decorative .,general
RESTAURANT#GENERAL,1,a pleasant surprise .,general
AMBIENCE#GENERAL,1,go there to relax and feel like your somewhere else .,general
RESTAURANT#GENERAL,1,lucky strike is a great casual place to just grab a bite to eat .,general
FOOD#QUALITY,1,"great food , great decor , great service .",quality
AMBIENCE#GENERAL,1,"great food , great decor , great service .",general
SERVICE#GENERAL,1,"great food , great decor , great service .",general
RESTAURANT#GENERAL,1,i recommend it !,general
RESTAURANT#MISCELLANEOUS,1,"this is the perfect spot for meeting friends , having lunch , dinner , pre-theatre or after-theatre drinks !",miscellaneous
DRINKS#QUALITY,1,( always ask the bartender for the seasonal beer ! ! !,quality
DRINKS#QUALITY,1,guaranteed to be a tasty experience ! ),quality
RESTAURANT#MISCELLANEOUS,1,excellent spot for holiday get togethers with co-workers or friends that you have n't seen in a while .,miscellaneous
RESTAURANT#GENERAL,1,i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed !,general
RESTAURANT#MISCELLANEOUS,1,all the people that i bring there go back on their own and bring their friends !,miscellaneous
RESTAURANT#GENERAL,1,go there once and oh yes ... you will go back ... you will ...,general
RESTAURANT#GENERAL,1,what a great place !,general
AMBIENCE#GENERAL,1,not the typical nyc gimmick theme restaurant .,general
AMBIENCE#GENERAL,1,"a cool bar with great food , and tons of excellent beer .",general
FOOD#QUALITY,1,"a cool bar with great food , and tons of excellent beer .",quality
DRINKS#QUALITY,1,"a cool bar with great food , and tons of excellent beer .",quality
DRINKS#STYLE_OPTIONS,1,"a cool bar with great food , and tons of excellent beer .",options
SERVICE#GENERAL,1,and even with it 's pub atmosphere they were great to my kids too !,general
RESTAURANT#GENERAL,1,loved it !,general
FOOD#QUALITY,1,the shrimp scampi was excellent and the antipasti were plentiful .,quality
FOOD#STYLE_OPTIONS,1,the shrimp scampi was excellent and the antipasti were plentiful .,options
RESTAURANT#PRICES,-1,it is expensive but well worth the money .,prices
RESTAURANT#GENERAL,1,it is expensive but well worth the money .,general
RESTAURANT#GENERAL,1,"if you venture off the island of manhattan and ca n't seem to find a great italian restaurant , drive to corona .",general
FOOD#QUALITY,1,the only thing more wonderful than the food ( which is exceptional ) is the service .,quality
SERVICE#GENERAL,1,the only thing more wonderful than the food ( which is exceptional ) is the service .,general
SERVICE#GENERAL,1,the only thing the waiters do n't do for you is wipe your chin when you leave .,general
RESTAURANT#MISCELLANEOUS,1,wonderful at holiday time .,miscellaneous
AMBIENCE#GENERAL,1,cozy romantic atomosphere with only around 15 tables at most .,general
SERVICE#GENERAL,1,service was very prompt but slightly rushed .,general
FOOD#QUALITY,0,"food was very good , but not what i would consider out of this world .",quality
AMBIENCE#GENERAL,1,go here for a romantic dinner but not for an all out wow dining experience .,general
RESTAURANT#MISCELLANEOUS,-1,go here for a romantic dinner but not for an all out wow dining experience .,miscellaneous
RESTAURANT#MISCELLANEOUS,1,my friend from milan and myself were pleasantly surprised when we arrived and everyone spoke italian .,miscellaneous
FOOD#QUALITY,-1,too bad the food was n't of the same heritage .,quality
FOOD#QUALITY,-1,"the porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .",quality
FOOD#QUALITY,-1,"the porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .",quality
FOOD#QUALITY,-1,a real dissapointment .,quality
FOOD#QUALITY,-1,but that was n't the icing on the cake : a tiramisu that resembled nothing i have ever had .,quality
FOOD#QUALITY,-1,they should have called it mascarpone with chocolate chips-good but a far cry from what the name implies .,quality
RESTAURANT#PRICES,-1,priced at upper intermediate range .,prices
RESTAURANT#GENERAL,1,i really liked this place .,general
FOOD#QUALITY,1,"everything i had was good , and i 'm a eater .",quality
RESTAURANT#PRICES,1,it was pretty inexpensive too .,prices
FOOD#QUALITY,1,this place has the best chinese style bbq ribs in the city .,quality
FOOD#STYLE_OPTIONS,1,this place has the best chinese style bbq ribs in the city .,options
FOOD#QUALITY,1,i also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,quality
FOOD#QUALITY,1,i also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,quality
RESTAURANT#MISCELLANEOUS,1,it 's great to go for a quick lunch either alone or with a friend .,miscellaneous
RESTAURANT#MISCELLANEOUS,-1,it 's definately not a place to go if you want to impress someone .,miscellaneous
FOOD#QUALITY,1,"however , if you want great food at a great price and do n't mind the decor , you ca n't beat this place .",quality
AMBIENCE#GENERAL,0,"however , if you want great food at a great price and do n't mind the decor , you ca n't beat this place .",general
FOOD#PRICES,1,"however , if you want great food at a great price and do n't mind the decor , you ca n't beat this place .",prices
SERVICE#GENERAL,1,quick and friendly service .,general
RESTAURANT#GENERAL,1,this is one of the best comfort food places in the city .,general
RESTAURANT#GENERAL,1,it 's somewhere you can eat and be happy .,general
AMBIENCE#GENERAL,1,"when you 're sitting in their main dining room ( which has a spectacular , hand-painted high ceiling ) you 'd never know there was a world outside .",general
AMBIENCE#GENERAL,1,"when you 're sitting in their main dining room ( which has a spectacular , hand-painted high ceiling ) you 'd never know there was a world outside .",general
FOOD#QUALITY,1,"the food is wonderful , tasty and filling , and the service is professional and friendly .",quality
FOOD#STYLE_OPTIONS,1,"the food is wonderful , tasty and filling , and the service is professional and friendly .",options
SERVICE#GENERAL,1,"the food is wonderful , tasty and filling , and the service is professional and friendly .",general
AMBIENCE#GENERAL,1,"i ca n't wait for summer , when they serve outside on their gigantic patio .",general
RESTAURANT#GENERAL,1,i recently tried suan and i thought that it was great .,general
FOOD#STYLE_OPTIONS,1,this little place definitely exceeded my expectations and you sure get a lot of food for your money .,options
RESTAURANT#GENERAL,1,this little place definitely exceeded my expectations and you sure get a lot of food for your money .,general
FOOD#PRICES,1,this little place definitely exceeded my expectations and you sure get a lot of food for your money .,prices
SERVICE#GENERAL,1,the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,general
FOOD#QUALITY,1,the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,quality
FOOD#QUALITY,1,the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,quality
RESTAURANT#GENERAL,1,i have to say that i am pleasantly suprised and i will most likely stop in again if i am in the neighborhood .,general
SERVICE#GENERAL,1,they all know you .,general
FOOD#QUALITY,1,good food .,quality
DRINKS#QUALITY,1,good drink .,quality
RESTAURANT#MISCELLANEOUS,1,how do you rate home ?,miscellaneous
FOOD#QUALITY,1,i have never had cheescake like this .,quality
FOOD#QUALITY,1,i thought i had died and gone to heaven .,quality
RESTAURANT#GENERAL,1,"great spot , whether looking for a couple of drinks or quiet dinner .",general
RESTAURANT#MISCELLANEOUS,1,"great spot , whether looking for a couple of drinks or quiet dinner .",miscellaneous
AMBIENCE#GENERAL,1,warm and friendly in the winter and terrific outdoor seating in the warmer months .,general
AMBIENCE#GENERAL,1,warm and friendly in the winter and terrific outdoor seating in the warmer months .,general
FOOD#QUALITY,1,the food is great and they have a good selecion of wines at reasonable prices .,quality
DRINKS#STYLE_OPTIONS,1,the food is great and they have a good selecion of wines at reasonable prices .,options
DRINKS#PRICES,1,the food is great and they have a good selecion of wines at reasonable prices .,prices
RESTAURANT#GENERAL,1,have been several times and it never dissapoints .,general
RESTAURANT#GENERAL,-1,we were less than impressed .,general
AMBIENCE#GENERAL,1,"while the ambiance and atmosphere were great , the food and service could have been a lot better .",general
AMBIENCE#GENERAL,1,"while the ambiance and atmosphere were great , the food and service could have been a lot better .",general
FOOD#QUALITY,-1,"while the ambiance and atmosphere were great , the food and service could have been a lot better .",quality
SERVICE#GENERAL,-1,"while the ambiance and atmosphere were great , the food and service could have been a lot better .",general
FOOD#QUALITY,-1,"we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .",quality
FOOD#STYLE_OPTIONS,-1,"we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .",options
RESTAURANT#GENERAL,-1,probably would not go again ...,general
FOOD#QUALITY,1,"i 've been to sapphire twice and both times the food was fine , if not good .",quality
FOOD#QUALITY,1,"stick with the chicken , beef , and lamb dishes .",quality
FOOD#QUALITY,1,"stick with the chicken , beef , and lamb dishes .",quality
FOOD#QUALITY,1,"stick with the chicken , beef , and lamb dishes .",quality
SERVICE#GENERAL,1,"service is friendly , and never had a problem walking in and getting a table .",general
RESTAURANT#MISCELLANEOUS,1,"service is friendly , and never had a problem walking in and getting a table .",miscellaneous
FOOD#QUALITY,-1,skip dessert .,quality
FOOD#QUALITY,1,best reuben sandwich ever !,quality
FOOD#QUALITY,1,a classic !,quality
RESTAURANT#GENERAL,1,do n't miss bloom 's on your next trip to manhatten .,general
RESTAURANT#MISCELLANEOUS,1,"it was the first place we ate on our first trip to new york , and it will be the last place we stop as we head out of town on our next trip to new york .",miscellaneous
RESTAURANT#GENERAL,1,thanks bloom 's for a lovely trip .,general
FOOD#QUALITY,-1,"the food was not fresh , the sauces were bland and very oily .",quality
FOOD#QUALITY,-1,"the food was not fresh , the sauces were bland and very oily .",quality
FOOD#QUALITY,-1,it just was n't thai .,quality
FOOD#QUALITY,-1,was surprisingly disappointed .,quality
FOOD#QUALITY,-1,pizza was a little soggy .,quality
FOOD#QUALITY,1,ravioli was good ... but i have to say that i found everything a bit overpriced .,quality
FOOD#PRICES,-1,ravioli was good ... but i have to say that i found everything a bit overpriced .,prices
DRINKS#STYLE_OPTIONS,-1,not enough wines by the glass either .,options
SERVICE#GENERAL,1,"service , however , was excellent ... and i liked the setting/atmosphere a lot .",general
AMBIENCE#GENERAL,1,"service , however , was excellent ... and i liked the setting/atmosphere a lot .",general
FOOD#QUALITY,0,"food was just average ... if they lowered the prices just a bit , it would be a bigger draw .",quality
RESTAURANT#PRICES,-1,"food was just average ... if they lowered the prices just a bit , it would be a bigger draw .",prices
RESTAURANT#PRICES,1,this place is a great bargain .,prices
FOOD#QUALITY,1,authentic pakistani food .,quality
SERVICE#GENERAL,1,people are always friendly .,general
FOOD#QUALITY,1,"just straight up cheap , good food .",quality
FOOD#PRICES,1,"just straight up cheap , good food .",prices
RESTAURANT#GENERAL,1,faan is sooo good .,general
FOOD#QUALITY,1,the best pad thai i 've ever had .,quality
AMBIENCE#GENERAL,1,the design and atmosphere is just as good .,general
AMBIENCE#GENERAL,1,the design and atmosphere is just as good .,general
DRINKS#PRICES,1,bottles of wine are cheap and good .,prices
DRINKS#QUALITY,1,bottles of wine are cheap and good .,quality
RESTAURANT#GENERAL,1,what more could you want ?,general
FOOD#QUALITY,-1,the food was actually aweful .,quality
FOOD#QUALITY,-1,i 'm not picky - but it was actually gross .,quality
FOOD#QUALITY,-1,"the mussles were the fishiest things i 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... it was disgusting .",quality
FOOD#QUALITY,-1,"the mussles were the fishiest things i 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... it was disgusting .",quality
FOOD#QUALITY,-1,"the mussles were the fishiest things i 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... it was disgusting .",quality
FOOD#QUALITY,-1,"the mussles were the fishiest things i 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... it was disgusting .",quality
FOOD#QUALITY,-1,"the mussles were the fishiest things i 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... it was disgusting .",quality
AMBIENCE#GENERAL,1,"nice atmosphere , the service was very pleasant and the desert was good .",general
SERVICE#GENERAL,1,"nice atmosphere , the service was very pleasant and the desert was good .",general
FOOD#QUALITY,1,"nice atmosphere , the service was very pleasant and the desert was good .",quality
RESTAURANT#GENERAL,-1,would n't recomend it for dinner !,general
RESTAURANT#MISCELLANEOUS,1,this is the perfect date spot for williamsburg couples .,miscellaneous
AMBIENCE#GENERAL,1,the jukebox plays everything from italian opera to the strokes .,general
FOOD#QUALITY,1,"the food is amazing , rich pastas and fresh doughy pizza .",quality
FOOD#STYLE_OPTIONS,1,"the food is amazing , rich pastas and fresh doughy pizza .",options
FOOD#QUALITY,1,"the food is amazing , rich pastas and fresh doughy pizza .",quality
AMBIENCE#GENERAL,1,"best of all is the warm vibe , the owner is super friendly and service is fast .",general
SERVICE#GENERAL,1,"best of all is the warm vibe , the owner is super friendly and service is fast .",general
SERVICE#GENERAL,1,"best of all is the warm vibe , the owner is super friendly and service is fast .",general
RESTAURANT#MISCELLANEOUS,0,"if only they delivered , they 'd make a mint !",miscellaneous
DRINKS#QUALITY,1,go here for the drinks !,quality
DRINKS#QUALITY,1,the drinks are amazing and half off till 8pm .,quality
DRINKS#PRICES,1,the drinks are amazing and half off till 8pm .,prices
SERVICE#GENERAL,1,"ask for usha , the nicest bartender in manhattan .",general
DRINKS#QUALITY,1,my fav was the sassy lassi ...,quality
FOOD#QUALITY,1,this is an amazing place to try some roti rolls .,quality
FOOD#QUALITY,1,i really recommend the very simple unda ( egg ) rolls .,quality
FOOD#QUALITY,1,"delicate spices , onions , eggs and a kick-ass roti .",quality
FOOD#QUALITY,1,"delicate spices , onions , eggs and a kick-ass roti .",quality
FOOD#QUALITY,1,"delicate spices , onions , eggs and a kick-ass roti .",quality
FOOD#QUALITY,1,"delicate spices , onions , eggs and a kick-ass roti .",quality
FOOD#QUALITY,1,amazing !,quality
AMBIENCE#GENERAL,1,"toons has recently been redone , so it 's now a very attractive space .",general
FOOD#QUALITY,1,the food 's as good as ever .,quality
FOOD#QUALITY,1,"in an area sadly lacking in decent thai food , this is one of the best spots .",quality
AMBIENCE#GENERAL,1,"went here last night - nice decor , good service , but the food was surprisingly excellent .",general
SERVICE#GENERAL,1,"went here last night - nice decor , good service , but the food was surprisingly excellent .",general
FOOD#QUALITY,1,"went here last night - nice decor , good service , but the food was surprisingly excellent .",quality
FOOD#STYLE_OPTIONS,0,"the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .",options
RESTAURANT#GENERAL,1,ca n't wait to go back .,general
FOOD#QUALITY,1,best drumsticks over rice and sour spicy soup in town !,quality
FOOD#QUALITY,1,best drumsticks over rice and sour spicy soup in town !,quality
FOOD#QUALITY,1,beef noodle soup is good as well .,quality
SERVICE#GENERAL,1,the service is good and the resturant is clean .,general
AMBIENCE#GENERAL,1,the service is good and the resturant is clean .,general
FOOD#QUALITY,1,best taiwanese food in ny !,quality
RESTAURANT#GENERAL,1,i have been to rao 's probably 15 times the past 3 years and it keeps getting better .,general
RESTAURANT#MISCELLANEOUS,1,"for those that go once and do n't enjoy it , all i can say is that they just do n't get it .",miscellaneous
SERVICE#GENERAL,1,rao 's has the best service and atmosphere in nyc .,general
AMBIENCE#GENERAL,1,rao 's has the best service and atmosphere in nyc .,general
RESTAURANT#MISCELLANEOUS,-1,good luck getting a table .,miscellaneous
RESTAURANT#GENERAL,1,my roommate and i love this place .,general
AMBIENCE#GENERAL,1,"we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me .",general
AMBIENCE#GENERAL,1,indoor was very cozy and cute .,general
FOOD#STYLE_OPTIONS,1,"the portion sizes here are huge , and the sushi is good .",options
FOOD#QUALITY,1,"the portion sizes here are huge , and the sushi is good .",quality
SERVICE#GENERAL,1,staff is very accomodating .,general
FOOD#QUALITY,1,"excellent dumplings served amid clean , chic decor .",quality
AMBIENCE#GENERAL,1,"excellent dumplings served amid clean , chic decor .",general
FOOD#QUALITY,1,"i got the $ 10 10-piece dim sum combo , every bite of which was great .",quality
FOOD#PRICES,-1,but $ 1 for each small piece ? ? ?,prices
FOOD#PRICES,-1,not worth it .,prices
RESTAURANT#PRICES,-1,i wo n't go back unless someone else is footing the bill .,prices
AMBIENCE#GENERAL,1,the decor is very simple but comfortable .,general
FOOD#QUALITY,1,the food was delicious but do not come here on a empty stomach .,quality
FOOD#STYLE_OPTIONS,-1,the food was delicious but do not come here on a empty stomach .,options
FOOD#STYLE_OPTIONS,-1,the portions are small but being that the food was so good makes up for that .,options
FOOD#QUALITY,1,the portions are small but being that the food was so good makes up for that .,quality
FOOD#QUALITY,1,you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .,quality
FOOD#QUALITY,1,you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .,quality
SERVICE#GENERAL,1,the staff there is very attentive and down to earth .,general
RESTAURANT#GENERAL,1,i loved it and would go again .,general
FOOD#QUALITY,1,great indian food and the service is incredible .,quality
SERVICE#GENERAL,1,great indian food and the service is incredible .,general
SERVICE#GENERAL,1,the owner truly caters to all your needs .,general
SERVICE#GENERAL,1,"when family came in he gave them apps to test their palets , and then ordered for them .",general
SERVICE#GENERAL,1,everyone was more then happy with his choices .,general
FOOD#QUALITY,1,great food and the prices are very reasonable .,quality
RESTAURANT#PRICES,1,great food and the prices are very reasonable .,prices
FOOD#QUALITY,1,the food here does a great service to the name ( cantonese that is ... ) .,quality
FOOD#QUALITY,1,i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork .,quality
FOOD#QUALITY,1,this dish is my favorite and i always get it when i go there and never get tired of it .,quality
FOOD#QUALITY,1,"try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread .",quality
FOOD#QUALITY,1,"try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread .",quality
FOOD#QUALITY,1,simply some good tasting chinese food at incredible prices ...,quality
FOOD#PRICES,1,simply some good tasting chinese food at incredible prices ...,prices
SERVICE#GENERAL,-1,service is not what you are coming here for ...,general
RESTAURANT#GENERAL,1,big wong is a great place to eat and fill your stomach .,general
AMBIENCE#GENERAL,1,"whoever the jazz duo was , they were on point .",general
AMBIENCE#GENERAL,1,"good music , great food , speedy service affordable prices .",general
FOOD#QUALITY,1,"good music , great food , speedy service affordable prices .",quality
SERVICE#GENERAL,1,"good music , great food , speedy service affordable prices .",general
RESTAURANT#PRICES,1,"good music , great food , speedy service affordable prices .",prices
DRINKS#QUALITY,1,even the wine by the glass was good .,quality
LOCATION#GENERAL,-1,"its a little out of the way if you do n't live in the neighborhood , but definitely worth the trip from wherever you are .",general
RESTAURANT#GENERAL,1,"its a little out of the way if you do n't live in the neighborhood , but definitely worth the trip from wherever you are .",general
FOOD#QUALITY,1,consistently good japanese tapas .,quality
DRINKS#QUALITY,1,always good drinks and service is pretty good ;,quality
SERVICE#GENERAL,1,always good drinks and service is pretty good ;,general
AMBIENCE#GENERAL,1,atmosphere is nice and relaxed too ...,general
RESTAURANT#MISCELLANEOUS,1,a great place to meet up for some food and drinks ...,miscellaneous
FOOD#QUALITY,1,yakitori ( bbq meats ) is tasty too .,quality
FOOD#QUALITY,-1,"if you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",quality
SERVICE#GENERAL,-1,"if you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",general
RESTAURANT#MISCELLANEOUS,-1,"if you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",miscellaneous
FOOD#PRICES,-1,price and quality of fish alone will keep us from making a return visit .,prices
FOOD#QUALITY,-1,price and quality of fish alone will keep us from making a return visit .,quality
RESTAURANT#GENERAL,-1,price and quality of fish alone will keep us from making a return visit .,general
FOOD#QUALITY,-1,was n't going to share but i feel obligated ... while sitting at the sushi bar dining we watched the chef accidentally drop a piece of unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing .,quality
RESTAURANT#GENERAL,-1,no thanks ! ! !,general
RESTAURANT#GENERAL,1,"this place , which is only a few months old , is perhaps queens ' biggest secret !",general
AMBIENCE#GENERAL,1,"fabulous decor - makes you feel like you 're in a trendy manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home ... ..very soho/village/upper west side minus the expensive prices and pretentious clientele ... ..all on roosevelt avenue !",general
FOOD#QUALITY,1,"fabulous decor - makes you feel like you 're in a trendy manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home ... ..very soho/village/upper west side minus the expensive prices and pretentious clientele ... ..all on roosevelt avenue !",quality
FOOD#PRICES,1,"fabulous decor - makes you feel like you 're in a trendy manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home ... ..very soho/village/upper west side minus the expensive prices and pretentious clientele ... ..all on roosevelt avenue !",prices
SERVICE#GENERAL,1,"fabulous decor - makes you feel like you 're in a trendy manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home ... ..very soho/village/upper west side minus the expensive prices and pretentious clientele ... ..all on roosevelt avenue !",general
AMBIENCE#GENERAL,1,"fabulous decor - makes you feel like you 're in a trendy manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home ... ..very soho/village/upper west side minus the expensive prices and pretentious clientele ... ..all on roosevelt avenue !",general
LOCATION#GENERAL,1,"fabulous decor - makes you feel like you 're in a trendy manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home ... ..very soho/village/upper west side minus the expensive prices and pretentious clientele ... ..all on roosevelt avenue !",general
RESTAURANT#PRICES,1,"fabulous decor - makes you feel like you 're in a trendy manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home ... ..very soho/village/upper west side minus the expensive prices and pretentious clientele ... ..all on roosevelt avenue !",prices
SERVICE#GENERAL,-1,we were seated outside and the waiter spilled red wine and hot tea on myself and my date .,general
SERVICE#GENERAL,-1,we were then shooed inside .,general
SERVICE#GENERAL,-1,"one would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .",general
RESTAURANT#GENERAL,-1,"we left , never to return .",general
FOOD#PRICES,-1,"with so many good restaurants on the uws , i do n't need overpriced food , absurdly arrogant wait-staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",prices
SERVICE#GENERAL,-1,"with so many good restaurants on the uws , i do n't need overpriced food , absurdly arrogant wait-staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",general
SERVICE#GENERAL,-1,"with so many good restaurants on the uws , i do n't need overpriced food , absurdly arrogant wait-staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",general
SERVICE#GENERAL,-1,"with so many good restaurants on the uws , i do n't need overpriced food , absurdly arrogant wait-staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",general
SERVICE#GENERAL,-1,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,general
FOOD#PRICES,-1,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,prices
FOOD#QUALITY,-1,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,quality
FOOD#QUALITY,0,the food is okay and the prices here are mediocre .,quality
RESTAURANT#PRICES,0,the food is okay and the prices here are mediocre .,prices
FOOD#QUALITY,1,baluchi 's has solid food and a nice decor at reasonable prices .,quality
AMBIENCE#GENERAL,1,baluchi 's has solid food and a nice decor at reasonable prices .,general
RESTAURANT#PRICES,1,baluchi 's has solid food and a nice decor at reasonable prices .,prices
SERVICE#GENERAL,-1,the only problem is that the manager is a complete incompetent .,general
SERVICE#GENERAL,-1,he offers subpar service and has no personality .,general
SERVICE#GENERAL,-1,"in fact , it appears he is going to go postal at any moment .",general
SERVICE#GENERAL,-1,there is no excuse for such lousy service !,general
FOOD#QUALITY,0,i have never before eaten 40 pieces of relatively good nigiri .,quality
FOOD#STYLE_OPTIONS,1,you can do it here .,options
